transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00102594,CUST000603,121.37,2.03801745995262e-11,2.0380174599526197e-09,LOW,transaction_month | transaction_hour | channel_transaction_ratio,1.928612 | 1.539802 | 0.529742,log_amount | international_ratio_24h | is_night_transaction,-2.063745 | -1.361817 | -0.530345
TXN00027198,CUST002333,121.27,1.6620758925755675e-12,1.6620758925755676e-10,LOW,transaction_month | international_ratio_24h | customer_max_transaction,1.453584 | 1.248694 | 0.355568,transaction_hour | log_amount | channel_transaction_ratio,-2.374949 | -2.065596 | -0.852039
TXN00073083,CUST003061,177.23,3.1715090188560973e-13,3.1715090188560975e-11,LOW,international_ratio_24h | channel_transaction_ratio | unique_destination_countries,1.248694 | 1.109749 | 0.618072,transaction_hour | transaction_month | log_amount,-2.809922 | -1.396581 | -1.212116
TXN00091773,CUST004611,62.69,2.7584968549550968e-15,2.758496854955097e-13,LOW,transaction_hour | amount_vs_customer_average | cash_ratio_24h,1.104830 | 0.309829 | 0.268508,log_amount | transaction_month | international_ratio_24h,-3.542720 | -1.871608 | -1.361817
TXN00073051,CUST000242,736.89,1.8521732039101943e-10,1.8521732039101942e-08,LOW,transaction_hour | log_amount | is_night_transaction,3.279692 | 2.005555 | 1.509443,transaction_month | channel_transaction_ratio | channel_transaction_count,-2.821663 | -1.226562 | -1.018882
TXN00118994,CUST004492,307.67,1.2396007026038065e-09,1.2396007026038065e-07,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.714664 | 1.509443 | 1.248694,transaction_month | channel_transaction_ratio | international_ratio,-2.821663 | -0.459681 | -0.329664
TXN00085195,CUST004013,392.57,3.339599149366374e-13,3.3395991493663743e-11,LOW,international_ratio_24h | log_amount | cash_ratio_24h,1.248694 | 0.582036 | 0.268508,channel_transaction_ratio | transaction_month | channel_transaction_count,-1.517341 | -1.396581 | -1.188414
TXN00027428,CUST004041,98.96,9.485800078582734e-14,9.485800078582735e-12,LOW,international_ratio_24h | unique_counterparties | customer_total_transactions,1.248694 | 0.310647 | 0.281757,transaction_hour | log_amount | channel_transaction_ratio,-3.244894 | -2.521870 | -0.890009
TXN00018877,CUST002261,955.75,2.0666109011572623e-07,2.066610901157262e-05,LOW,transaction_hour | log_amount | is_night_transaction,4.149637 | 2.593835 | 1.509443,cash_ratio_24h | amount_vs_customer_average | customer_volume_share,-1.796937 | -0.431576 | -0.304848
TXN00079075,CUST003138,391.85,3.461705413202395e-08,3.461705413202395e-06,LOW,transaction_month | channel_transaction_ratio | transaction_hour,1.928612 | 1.716120 | 1.539802,is_night_transaction | suspicious_transaction_ratio | unique_counterparties,-0.530345 | -0.276996 | -0.229087
TXN00063509,CUST003994,286.95,4.370096448139956e-12,4.370096448139956e-10,LOW,transaction_month | international_ratio_24h | unique_destination_countries,2.403639 | 1.248694 | 0.476960,channel_transaction_ratio | channel_transaction_count | transaction_hour,-1.682913 | -1.357945 | -1.070032
TXN00018591,CUST003574,544.01,5.1849872807201954e-08,5.184987280720196e-06,LOW,transaction_hour | is_night_transaction | transaction_month,3.279692 | 1.509443 | 1.453584,counterparty_diversity_ratio | transaction_day_of_week | suspicious_transaction_ratio,-1.127589 | -0.352400 | -0.276996
TXN00036707,CUST002618,321.92,6.9614055797312306e-12,6.961405579731231e-10,LOW,transaction_hour | international_ratio_24h | is_small_cash_transaction,2.844720 | 1.248694 | 0.776018,transaction_month | cash_ratio_24h | channel_transaction_ratio,-2.346636 | -1.796937 | -0.700158
TXN00100721,CUST002651,3234.24,8.401994491109681e-13,8.401994491109681e-11,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,5.353099 | 1.826970 | 1.295455,top_transaction_indicator | amount_vs_customer_average | transaction_month,-3.591158 | -2.080510 | -1.871608
TXN00070097,CUST004874,140.02,1.3424360402151713e-12,1.3424360402151712e-10,LOW,transaction_month | is_small_cash_transaction | channel_transaction_ratio,2.403639 | 0.776018 | 0.586606,cash_ratio_24h | log_amount | transaction_hour,-1.796937 | -1.742475 | -1.505005
TXN00052257,CUST001380,1276.86,1.4813890461492008e-09,1.4813890461492008e-07,LOW,log_amount | transaction_hour | transaction_month,3.249273 | 2.844720 | 0.978557,international_ratio_24h | channel_transaction_ratio | is_night_transaction,-1.361817 | -0.852039 | -0.530345
TXN00021703,CUST002594,227.46,4.465559980968088e-13,4.465559980968088e-11,LOW,international_ratio_24h | channel_transaction_count | channel_transaction_ratio,1.248694 | 0.506898 | 0.493187,transaction_month | transaction_hour | counterparty_diversity_ratio,-2.346636 | -1.505005 | -0.957054
TXN00007027,CUST000902,1074.12,5.674271736473544e-11,5.6742717364735446e-09,LOW,log_amount | amount_vs_customer_max | channel_transaction_ratio,2.858016 | 1.691386 | 0.773443,transaction_hour | international_ratio_24h | is_night_transaction,-1.505005 | -1.361817 | -0.530345
TXN00028220,CUST003768,161.72,2.02282090337467e-12,2.02282090337467e-10,LOW,transaction_hour | is_night_transaction | cash_ratio_24h,3.279692 | 1.509443 | 0.268508,transaction_month | log_amount | channel_transaction_ratio,-1.871608 | -1.418313 | -1.375182
TXN00028279,CUST004166,202.74,5.411678694502864e-06,0.0005411678694502865,LOW,rapid_transaction_indicator | transaction_month | transaction_hour,5.711653 | 1.928612 | 1.539802,log_amount | is_night_transaction | transaction_day_of_week,-0.909151 | -0.530345 | -0.352400
TXN00044964,CUST004778,891.77,2.1563033804821394e-10,2.1563033804821394e-08,LOW,log_amount | international_ratio_24h | amount_deviation_from_average,2.437080 | 1.248694 | 0.271814,transaction_month | is_night_transaction | amount_vs_customer_average,-1.396581 | -0.530345 | -0.304460
TXN00031450,CUST001364,79.33,1.7482445571100296e-12,1.7482445571100296e-10,LOW,transaction_hour | transaction_month | is_small_cash_transaction,1.974775 | 1.453584 | 0.776018,log_amount | cash_ratio_24h | international_ratio_24h,-3.017020 | -1.796937 | -1.361817
SCN00770016,CUST000077,7834.1,0.9999999755194174,99.99999755194175,CRITICAL,transactions_24h | log_amount | suspicious_transaction_ratio,8.298824 | 7.356354 | 6.450983,volume_30d | average_transaction_30d | transaction_hour,-2.342698 | -1.653009 | -1.505005
TXN00054906,CUST001584,225.25,2.711410549539502e-06,0.0002711410549539502,LOW,transaction_hour | transaction_month | channel_transaction_ratio,3.714664 | 2.403639 | 2.045371,log_amount | is_weekend | suspicious_transaction_ratio,-0.671808 | -0.430003 | -0.276996
TXN00027699,CUST003403,1093.1,1.5001618903308754e-10,1.5001618903308752e-08,LOW,log_amount | amount_vs_customer_max | transaction_hour,2.897650 | 1.363314 | 1.104830,international_ratio_24h | customer_volume_share | is_night_transaction,-1.361817 | -0.735825 | -0.530345
TXN00041485,CUST001357,1872.36,5.903382552349572e-12,5.903382552349573e-10,LOW,log_amount | unique_destination_countries | customer_max_transaction,4.115672 | 0.476960 | 0.370664,transaction_hour | transaction_month | international_ratio_24h,-1.939977 | -1.871608 | -1.361817
TXN00088042,CUST001194,237.48,4.801163773444696e-10,4.801163773444696e-08,LOW,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,1.248694 | 0.913570 | 0.676429,log_amount | is_night_transaction | suspicious_transaction_ratio,-0.552577 | -0.530345 | -0.276996
TXN00095197,CUST000458,50.39,6.9193195616900105e-15,6.91931956169001e-13,LOW,transaction_month | international_ratio_24h | amount_vs_customer_average,1.453584 | 1.248694 | 0.321545,log_amount | transaction_hour | channel_transaction_ratio,-4.028713 | -3.244894 | -1.793697
TXN00055420,CUST001892,912.33,3.432657194267272e-09,3.4326571942672716e-07,LOW,log_amount | transaction_month | transaction_hour,2.488646 | 2.403639 | 1.974775,international_ratio_24h | is_night_transaction | suspicious_transaction_ratio,-1.361817 | -0.530345 | -0.276996
TXN00052793,CUST000438,233.69,3.1080776791731155e-10,3.108077679173115e-08,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,3.279692 | 1.509443 | 0.423123,international_ratio_24h | log_amount | transaction_month,-1.361817 | -0.588859 | -0.446526
SCN00560019,CUST000056,26233.25,0.9999989262556196,99.99989262556196,CRITICAL,log_amount | transactions_24h | volume_24h,10.093277 | 9.870570 | 8.408329,volume_30d | amount_squared | average_transaction_30d,-12.585379 | -7.588147 | -6.966443
TXN00055964,CUST003319,738.89,1.8025304961568066e-11,1.8025304961568067e-09,LOW,log_amount | channel_transaction_count | channel_transaction_ratio,2.011685 | 1.354554 | 1.305928,transaction_month | cash_ratio_24h | international_ratio_24h,-1.871608 | -1.796937 | -1.361817
TXN00039425,CUST003473,1499.39,4.052556618897785e-13,4.052556618897785e-11,LOW,log_amount | transaction_month | international_ratio,3.612863 | 0.978557 | 0.337034,transaction_hour | channel_transaction_ratio | international_ratio_24h,-3.679867 | -1.734843 | -1.361817
TXN00053563,CUST004021,815.43,1.4540858399810505e-13,1.4540858399810505e-11,LOW,log_amount | is_small_cash_transaction | channel_transaction_ratio,2.234633 | 0.776018 | 0.325034,cash_ratio_24h | transaction_hour | international_ratio_24h,-1.796937 | -1.505005 | -1.361817
TXN00090776,CUST003008,355.79,3.41553653581301e-11,3.41553653581301e-09,LOW,transaction_hour | is_night_transaction | is_small_cash_transaction,3.714664 | 1.509443 | 0.776018,cash_ratio_24h | transaction_month | international_ratio_24h,-1.796937 | -1.396581 | -1.361817
TXN00114203,CUST000067,247.07,2.9821132081831854e-10,2.9821132081831855e-08,LOW,suspicious_transaction_ratio | unique_counterparties | rapid_movement_ratio,4.457508 | 1.689967 | 1.597479,transaction_hour | structuring_customer_count | amount_deviation_from_average,-3.244894 | -1.882537 | -1.092857
TXN00067113,CUST001207,631.44,2.1307389456890612e-08,2.1307389456890612e-06,LOW,transaction_hour | log_amount | is_night_transaction,5.454554 | 1.656299 | 1.509443,transaction_month | international_ratio_24h | suspicious_transaction_ratio,-1.396581 | -1.361817 | -0.276996
TXN00027664,CUST000237,776.3,4.005418249567024e-09,4.0054182495670244e-07,LOW,transaction_hour | log_amount | transaction_month,2.844720 | 2.123397 | 1.453584,international_ratio_24h | is_night_transaction | amount_deviation_from_average,-1.361817 | -0.530345 | -0.304167
TXN00031347,CUST004992,193.94,3.4270089730892173e-14,3.4270089730892174e-12,LOW,channel_transaction_ratio | is_small_cash_transaction | adverse_media_flag,1.086669 | 0.776018 | 0.549416,cash_ratio_24h | transaction_hour | international_ratio_24h,-1.796937 | -1.505005 | -1.361817
TXN00099401,CUST002267,263.11,1.836293130378606e-12,1.836293130378606e-10,LOW,international_ratio_24h | is_small_cash_transaction | transaction_hour,1.248694 | 0.776018 | 0.669858,transaction_month | cash_ratio_24h | is_night_transaction,-2.821663 | -1.796937 | -0.530345
TXN00052408,CUST001096,1404.1,1.2450385885321586e-10,1.2450385885321587e-08,LOW,log_amount | transaction_hour | transaction_month,3.464254 | 2.409747 | 1.453584,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.702147 | -1.361817 | -1.357945
TXN00030645,CUST001460,821.76,5.93151689505691e-11,5.93151689505691e-09,LOW,transaction_month | log_amount | amount_vs_customer_max,2.403639 | 2.252125 | 0.481803,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.375182 | -1.361817 | -1.018882
TXN00055518,CUST003382,329.76,2.875807514629436e-07,2.875807514629436e-05,LOW,transaction_hour | is_night_transaction | international_ratio_24h,4.149637 | 1.509443 | 1.248694,suspicious_transaction_ratio | amount_vs_customer_max | transaction_day_of_week,-0.276996 | -0.255361 | -0.249057
TXN00081976,CUST002935,179.36,1.0916274211272557e-13,1.0916274211272556e-11,LOW,transaction_month | cash_ratio_24h | amount_vs_customer_average,0.978557 | 0.268508 | 0.211141,transaction_hour | international_ratio_24h | counterparty_diversity_ratio,-1.939977 | -1.361817 | -1.236111
SCN01500010,CUST000150,8755.52,0.9999999811705839,99.99999811705838,CRITICAL,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,7.608167 | 6.114584 | 5.711653,average_transaction_30d | volume_30d | structuring_customer_count,-1.890558 | -1.699413 | -1.472399
TXN00069882,CUST002455,336.72,9.032448766163621e-10,9.03244876616362e-08,LOW,transaction_month | international_ratio_24h | transaction_hour,2.403639 | 1.248694 | 1.104830,unique_counterparties | customer_total_transactions | is_night_transaction,-0.588910 | -0.543703 | -0.530345
TXN00042342,CUST003028,286.57,1.8439225892342757e-13,1.8439225892342756e-11,LOW,international_ratio_24h | cash_ratio_24h | transaction_day_of_week,1.248694 | 0.268508 | 0.267659,transaction_hour | channel_transaction_ratio | channel_transaction_count,-3.679867 | -1.440575 | -1.018882
TXN00085741,CUST004916,1163.83,1.2299241447300976e-09,1.2299241447300976e-07,LOW,log_amount | transaction_hour | international_ratio_24h,3.039525 | 2.409747 | 1.248694,cash_ratio_24h | transaction_month | is_night_transaction,-1.796937 | -1.396581 | -0.530345
TXN00085000,CUST001048,303.02,7.522308795819164e-12,7.522308795819164e-10,LOW,is_night_transaction | transaction_month | channel_transaction_ratio,1.509443 | 1.453584 | 0.913570,transaction_hour | international_ratio_24h | transaction_day,-4.549811 | -1.361817 | -0.336514
TXN00026241,CUST001451,215.58,1.198994241188788e-12,1.198994241188788e-10,LOW,is_night_transaction | international_ratio_24h | unique_counterparties,1.509443 | 1.248694 | 0.370617,transaction_hour | transaction_month | log_amount,-4.114839 | -1.871608 | -0.770736
TXN00072753,CUST001329,972.38,1.9829453666611301e-10,1.98294536666113e-08,LOW,log_amount | international_ratio_24h | unique_counterparties,2.632864 | 1.248694 | 0.310647,transaction_hour | transaction_month | is_night_transaction,-1.070032 | -0.921553 | -0.530345
TXN00119120,CUST003614,843.34,2.908731172720868e-10,2.908731172720868e-08,LOW,log_amount | international_ratio_24h | channel_transaction_ratio,2.310763 | 1.248694 | 1.240535,transaction_month | is_night_transaction | unique_counterparties,-1.871608 | -0.530345 | -0.468969
TXN00105493,CUST002812,281.62,4.499258228473892e-15,4.4992582284738917e-13,LOW,is_small_cash_transaction | unique_counterparties | customer_volume_share,0.776018 | 0.190706 | 0.183708,transaction_hour | cash_ratio_24h | international_ratio_24h,-3.244894 | -1.796937 | -1.361817
TXN00099009,CUST001388,3971.87,4.4569566434474293e-10,4.4569566434474296e-08,LOW,log_amount | amount_deviation_from_average | transaction_vs_monthly_income,5.818260 | 1.096022 | 0.995544,transaction_hour | international_ratio_24h | transaction_month,-3.244894 | -1.361817 | -0.921553
TXN00063938,CUST003379,1405.96,7.784145830299218e-08,7.784145830299217e-06,LOW,log_amount | transaction_hour | is_night_transaction,3.467250 | 3.279692 | 1.509443,transaction_month | transaction_day_of_week | suspicious_transaction_ratio,-1.871608 | -0.352400 | -0.276996
TXN00098590,CUST004504,55.15,2.6755968695636767e-14,2.6755968695636768e-12,LOW,international_ratio_24h | is_small_cash_transaction | transaction_hour,1.248694 | 0.776018 | 0.669858,log_amount | cash_ratio_24h | channel_transaction_ratio,-3.828089 | -1.796937 | -1.087453
TXN00077049,CUST002594,168.04,1.522618154007997e-13,1.5226181540079972e-11,LOW,transaction_month | international_ratio_24h | unique_destination_countries,1.453584 | 1.248694 | 0.335847,transaction_hour | channel_transaction_ratio | channel_transaction_count,-1.939977 | -1.818920 | -1.357945
TXN00111109,CUST001970,670.33,3.5946473958149968e-12,3.594647395814997e-10,LOW,log_amount | transaction_month | cash_ratio_24h,1.791453 | 0.978557 | 0.268508,transaction_hour | international_ratio_24h | is_night_transaction,-3.244894 | -1.361817 | -0.530345
TXN00112608,CUST001791,1468.37,5.468234511171764e-07,5.4682345111717635e-05,LOW,log_amount | transaction_hour | international_ratio_24h,3.565548 | 2.844720 | 1.248694,is_night_transaction | suspicious_transaction_ratio | structuring_customer_count,-0.530345 | -0.276996 | -0.241982
TXN00011668,CUST001335,28.72,6.010053275445892e-15,6.010053275445892e-13,LOW,transaction_month | is_night_transaction | international_ratio_24h,1.928612 | 1.509443 | 1.248694,log_amount | transaction_hour | cash_ratio_24h,-5.268980 | -4.114839 | -1.796937
TXN00004211,CUST004037,193.99,4.3300728857327573e-14,4.330072885732758e-12,LOW,transaction_hour | cash_ratio_24h | transaction_day_of_week,0.669858 | 0.268508 | 0.267659,transaction_month | international_ratio_24h | log_amount,-1.871608 | -1.361817 | -1.008569
TXN00076792,CUST001206,24.29,3.768510921649442e-14,3.768510921649442e-12,LOW,international_ratio_24h | transaction_hour | customer_max_transaction,1.248694 | 1.104830 | 0.602082,log_amount | channel_transaction_ratio | transaction_month,-5.634547 | -1.157206 | -0.921553
